"Front";"Back";"Extra"
"In the context of analyzing student relationships based on performance similarity, which statement most accurately defines a clique?<ul><li>a) In a clique, elements are connected by directed edges based on a mentoring relationship.</li><li>b) In a clique, elements are connected by undirected edges on the basis of their similarity.</li><li>c) A clique can only be formed between two elements at a time.</li><li>d) A clique represents a group where only one member is similar to all others.</li></ul>";"Correct: b)";"<b>Explanation:</b> A clique is a group where every member is mutually 'similar' to every other member. This symmetric 'similar' relationship is best represented by undirected edges.<br><b>Distractor Rationale:</b><ul><li>a) Directed edges represent asymmetric relationships, like mentoring, not mutual similarity.</li><li>c) A clique is a group and can consist of many elements (e.g., a triangle of 3, or larger groups), not just two.</li><li>d) The defining characteristic of a clique is that every member is connected to every other member, not just one central member.</li></ul>"
"How many edges is each vertex connected to within a clique of 'n' vertices?<ul><li>a) n edges</li><li>b) n-1 edges</li><li>c) n/2 edges</li><li>d) n*(n-1) edges</li></ul>";"Correct: b)";"<b>Explanation:</b> In a clique with 'n' vertices, every vertex is connected to every other vertex in the clique. Since a vertex cannot be connected to itself, it must be connected to the other n-1 vertices.<br><b>Distractor Rationale:</b><ul><li>a) This would imply a vertex is also connected to itself.</li><li>c) This is not a standard formula for vertex degree in a clique.</li><li>d) This represents the sum of degrees for the entire graph, not the degree of a single vertex.</li></ul>"
"What is the total number of edges in a clique of 'n' vertices?<ul><li>a) n * (n-1) / 2</li><li>b) n * (n-1)</li><li>c) n</li><li>d) (n-1) * (n-1)</li></ul>";"Correct: a)";"<b>Explanation:</b> This is the standard formula for the number of edges in a complete graph (a clique). Each of the 'n' vertices connects to 'n-1' other vertices, giving n*(n-1) connections. Since each edge is counted twice (once for each vertex it connects), we divide by 2.<br><b>Distractor Rationale:</b><ul><li>b) This would be the correct count for a directed clique where every pair has edges in both directions.</li><li>c) This would only be true for a path graph of n vertices, not a clique.</li><li>d) This formula does not represent the number of edges in a clique.</li></ul>"
"Consider an island with 15 telephone booths. According to graph theory principles (the handshaking lemma), is it possible to connect them with wires so that each telephone booth is connected to exactly 5 other booths?<ul><li>a) Yes, because the number of booths is divisible by 5.</li><li>b) No, because the sum of degrees would be odd.</li><li>c) Yes, as long as there are enough wires.</li><li>d) No, because 15 is an odd number of vertices.</li></ul>";"Correct: b)";"<b>Explanation:</b> The handshaking lemma states that the sum of degrees of all vertices in a graph is equal to twice the number of edges (an even number). In this case, the sum of degrees would be 15 booths * 5 connections/booth = 75. Since 75 is an odd number, this configuration is impossible.<br><b>Distractor Rationale:</b><ul><li>a) Divisibility is not the determining factor; the sum of degrees is.</li><li>c) The physical availability of wires is irrelevant to the mathematical possibility of the graph structure.</li><li>d) The number of vertices being odd is not the problem; it's the odd sum of degrees that makes it impossible.</li></ul>"
"The benchmark includes a question with a graph diagram. Since a diagram cannot be embedded, the graph is described textually below.<br>Consider an undirected graph with vertices V = {1, 2, 3, 4, 5} and edges E = {{1,2}, {1,3}, {1,4}, {2,3}, {3,4}, {3,5}, {4,5}}. Which of the following lists of vertices represents a clique in this graph?<ul><li>a) L = {1, 2, 3, 4}</li><li>b) L = {1, 3, 4, 5}</li><li>c) L = {1, 3, 4}</li><li>d) L = {2, 3, 4, 5}</li></ul>";"Correct: c)";"<b>Explanation:</b> A clique is a subset of vertices where every vertex is connected to every other vertex in the subset. In the list {1, 3, 4}, the edges {1,3}, {1,4}, and {3,4} all exist in the graph.<br><b>Distractor Rationale:</b><ul><li>a) This is not a clique because the edge {2,4} is missing.</li><li>b) This is not a clique because the edge {1,5} is missing.</li><li>d) This is not a clique because the edges {2,4} and {2,5} are missing.</li></ul>"
"Based on the same graph from the previous question (V={1,2,3,4,5}, E={{1,2}, {1,3}, {1,4}, {2,3}, {3,4}, {3,5}, {4,5}}), how many edges must be added to turn the entire graph into a single clique of size 5?<ul><li>a) 1</li><li>b) 2</li><li>c) 3</li><li>d) 4</li></ul>";"Correct: c)";"<b>Explanation:</b> A clique of 5 vertices must have a total of 5 * (5-1) / 2 = 10 edges. The current graph has 7 edges. Therefore, 10 - 7 = 3 edges must be added. The missing edges are {1,5}, {2,4}, and {2,5}.<br><b>Distractor Rationale:</b><ul><li>a) Adding 1 edge is insufficient.</li><li>b) Adding 2 edges is insufficient.</li><li>d) Adding 4 edges would be too many.</li></ul>"
"A 'mentoring' graph uses directed edges where A->B means A's score is significantly higher than B's. A 'similarity' graph uses undirected edges where A--B means their scores are very close. What is the fundamental difference in the relationships these two graph types represent?<ul><li>a) The mentoring relationship is symmetric, while similarity is asymmetric.</li><li>b) The mentoring graph must have fewer edges.</li><li>c) The mentoring relationship is asymmetric, while similarity is symmetric.</li><li>d) There is no fundamental difference.</li></ul>";"Correct: c)";"<b>Explanation:</b> Mentoring is asymmetric (one-way), as A mentoring B does not imply B mentors A. Similarity is symmetric (two-way), as A being similar to B implies B is similar to A. Directed and undirected edges represent these properties, respectively.<br><b>Distractor Rationale:</b><ul><li>a) This reverses the definitions of symmetric and asymmetric.</li><li>b) The number of edges depends on the data, not the type of relationship.</li><li>d) The directionality of the relationship is a fundamental difference.</li></ul>"
"The following pseudocode shows a matrix being implemented as a nested collection where mat[i] refers to a row and mat[i][j] refers to an element. Based on its syntax (using {} and keys), what data structure is being used?<br><pre>Procedure CreateMatrix(rows, cols)
mat = {}
i = 0
while (i < rows) {
mat[i] = {}
j = 0
while (j < cols) {
mat[i][j] = 0
j = j + 1
}
i = i + 1
}
return (mat)
End Procedure</pre><ul><li>a) A list of lists</li><li>b) A nested dictionary</li><li>c) A queue</li><li>d) A single list</li></ul>";"Correct: b)";"<b>Explanation:</b> The use of {} to initialize the collection and the use of keys (like i and j) to access elements are characteristic of a dictionary. Since mat[i] is itself a dictionary, this structure is a nested dictionary.<br><b>Distractor Rationale:</b><ul><li>a) While it functions like a matrix, the syntax used is for dictionaries, not lists.</li><li>c) A queue is a first-in, first-out data structure, not suitable for representing a matrix.</li><li>d) A single list could not represent the two-dimensional structure without complex key manipulation.</li></ul>"
"Given the following pseudocode for creating a matrix:<br><pre>Procedure CreateMatrix(rows, cols)
mat = {}
i = 0
while (i < rows) {
mat[i] = {}
j = 0
while (j < cols) {
mat[i][j] = 0
j = j + 1
}
i = i + 1
}
return (mat)
End Procedure</pre>What value is assigned to each element upon creation?<ul><li>a) An empty string</li><li>b) The value 'null'</li><li>c) The value 0</li><li>d) The value 'True'</li></ul>";"Correct: c)";"<b>Explanation:</b> The line mat[i][j] = 0 inside the inner loop explicitly initializes every element of the matrix to 0. In the context of graph representation, this signifies that there are no edges in the newly created graph.<br><b>Distractor Rationale:</b><ul><li>a) The code explicitly uses the integer 0, not an empty string.</li><li>b) The code explicitly uses the integer 0, not a null value.</li><li>d) The code explicitly uses the integer 0, not a boolean value.</li></ul>"
"In an undirected graph representing student similarity, what does a triangle (a clique of size 3) signify?<ul><li>a) One student is similar to two other students, who are not similar to each other.</li><li>b) A group of three students where each student is similar to the other two.</li><li>c) A path of three students where the first is similar to the second, and the second to the third.</li><li>d) Three students who can mentor each other in a cycle.</li></ul>";"Correct: b)";"<b>Explanation:</b> A triangle is the smallest non-trivial clique. In this structure, every vertex is connected to every other vertex. This means all three students in the group are mutually similar to each other, forming a cohesive, similar-performing group.<br><b>Distractor Rationale:</b><ul><li>a) This describes a central node with two branches, not a triangle. For a triangle, the other two students must also be connected.</li><li>c) This describes a path, not a clique. A path does not guarantee the first and third students are similar.</li><li>d) Mentoring involves directed edges and dissimilarity, whereas this graph is about undirected edges and similarity.</li></ul>"
"If a student similarity graph for a class is 'disconnected', what does this imply?<ul><li>a) Every student in the class is similar to every other student.</li><li>b) The class has formed one single, large clique.</li><li>c) There is at least one group of students that has no similarity links to another group of students.</li><li>d) All students have identical scores in all subjects.</li></ul>";"Correct: c)";"<b>Explanation:</b> A disconnected graph is a graph that is made up of two or more components that are not connected by any paths. In this context, it would mean there are distinct groups of students, and no student in one group is considered 'similar' to any student in another group.<br><b>Distractor Rationale:</b><ul><li>a) This describes a connected graph, specifically a clique.</li><li>b) This describes a connected graph.</li><li>d) This is an extreme and unlikely condition; a disconnected graph can exist with varied scores.</li></ul>"
"A mentoring relationship is defined as effective only when the mentor's skill level is close enough to the learner's to appreciate their difficulties. Given this goal, why is it logical to use an upper bound (e.g., a 20-mark maximum difference) in addition to a lower bound when defining a mentoring edge in a graph?<ul><li>a) To ensure the mentor is not too far ahead to understand the learner's difficulties.</li><li>b) To save memory when creating the adjacency matrix.</li><li>c) To prevent the graph from becoming a clique.</li><li>d) To ensure the graph remains undirected.</li></ul>";"Correct: a)";"<b>Explanation:</b> If the skill gap is too large, the mentor may not be able to relate to or even understand the learner's specific problems. The upper bound ensures the knowledge levels are close enough for effective tutoring.<br><b>Distractor Rationale:</b><ul><li>b) The size of the matrix is determined by the number of students, not the number of edges.</li><li>c) The mentoring graph is directed and based on dissimilarity; an upper bound doesn't prevent or cause cliques.</li><li>d) The mentoring relationship is inherently directed; the bounds do not change this.</li></ul>"
"In a directed 'mentoring' graph where an edge A->B means A mentors B, 'in-degree' refers to the number of incoming edges. If we analyze this graph to find students who can receive help from many others, what does a high in-degree for a student signify?<ul><li>a) The student can mentor many other students.</li><li>b) The student is similar to many other students.</li><li>c) The student can be mentored by many other students.</li><li>d) The student has the highest marks in the class.</li></ul>";"Correct: c)";"<b>Explanation:</b> In-degree is the count of incoming edges. In this mentoring graph, an incoming edge to student 'X' means another student can mentor 'X'. Therefore, a high in-degree means the student can be mentored by many others.<br><b>Distractor Rationale:</b><ul><li>a) This would be represented by a high 'out-degree' (outgoing edges).</li><li>b) Similarity is represented in a different, undirected graph.</li><li>d) A student with the highest marks would have an in-degree of 0, as no one could mentor them.</li></ul>"
"Why is a directed graph unsuitable for representing the 'student similarity' relationship?<ul><li>a) Because similarity must be represented with numbers, not edges.</li><li>b) Because if student A is similar to student B, it is implied that B is also similar to A.</li><li>c) Because a directed graph cannot have cliques.</li><li>d) Because directed graphs can only be used if scores are below 100.</li></ul>";"Correct: b)";"<b>Explanation:</b> Similarity is a symmetric property. The condition (score difference is less than 10) is the same whether you calculate A's score minus B's or B's score minus A's (using absolute value). An undirected edge perfectly captures this mutual relationship.<br><b>Distractor Rationale:</b><ul><li>a) Edges are the standard way to represent relationships in graphs.</li><li>c) Directed graphs can have structures analogous to cliques.</li><li>d) The type of graph is independent of the score values.</li></ul>"
"An adjacency matrix named similarityGraph is created to represent student relationships. An entry similarityGraph[i][j] is set to 1 if the absolute score difference between students i and j is less than 10 for all subjects. What does this 1 signify in the resulting graph?<ul><li>a) Student i can mentor student j.</li><li>b) Student i and student j are in the same study group.</li><li>c) There is an undirected edge between student i and student j, indicating they are similar.</li><li>d) Student i has a higher score than student j.</li></ul>";"Correct: c)";"<b>Explanation:</b> The 1 in the matrix represents that the condition for similarity has been met. In a graph, this is visualized as an edge connecting the two students. Because similarity is a mutual (symmetric) relationship, the edge is undirected.<br><b>Distractor Rationale:</b><ul><li>a) Mentoring would be represented in a different graph (mentorGraph) based on a different condition.</li><li>b) While they might be put in a group, the edge itself simply means they are similar, which is the basis for forming a group.</li><li>d) In the similarity graph, the score difference is absolute, so i could have a higher or lower score than j.</li></ul>"
"If you find two separate, disconnected components in a student similarity graph, what is a valid conclusion?<ul><li>a) The dataset is invalid.</li><li>b) No student in the first component is considered similar to any student in the second component.</li><li>c) Every student in the first component can mentor every student in the second component.</li><li>d) The two components must be merged to form a clique.</li></ul>";"Correct: b)";"<b>Explanation:</b> The definition of disconnected components is that there are no edges connecting vertices from one component to another. In this context, it means the two groups of students are distinct in their performance, with no 'similarity' link bridging the two groups.<br><b>Distractor Rationale:</b><ul><li>a) This is a possible state for a valid dataset; it simply reveals a pattern in the data.</li><li>c) Similarity and mentoring are opposite concepts in this lecture.</li><li>d) There is no requirement to merge components; their separation is a finding in itself.</li></ul>"
"A clique is also known by what other name in graph theory?<ul><li>a) A complete subgraph</li><li>b) A cycle</li><li>c) A path</li><li>d) A tree</li></ul>";"Correct: a)";"<b>Explanation:</b> A clique is a subset of vertices of a graph where every two vertices in the subset are connected by an edge. This is the definition of a complete subgraph.<br><b>Distractor Rationale:</b><ul><li>b) A cycle of size n>3 is not a clique because non-adjacent vertices are not connected (e.g., in a 4-cycle, opposite vertices are not connected).</li><li>c) A path is a sequence of vertices where each is connected to the next, but non-consecutive vertices are not necessarily connected.</li><li>d) A tree is a connected graph with no cycles, which is very different from a clique.</li></ul>"
"A graph is built to find cliques of students who are similar. The initial rule for an edge to exist between two students is that they must be similar in all 3 subjects. If this rule is weakened to only require similarity in at least 2 out of 3 subjects, what is the likely effect on the graph?<ul><li>a) The number of edges would decrease.</li><li>b) The number of edges would increase, potentially revealing larger cliques.</li><li>c) The graph would become directed.</li><li>d) The number of vertices would increase.</li></ul>";"Correct: b)";"<b>Explanation:</b> Weakening the criterion means more pairs of students will qualify as 'similar'. This will add more edges to the graph. With a denser graph (more edges), there is a higher probability of finding larger, fully connected subgraphs (cliques).<br><b>Distractor Rationale:</b><ul><li>a) Weakening the condition for an edge to exist will always increase or maintain the number of edges, never decrease it.</li><li>c) The relationship is still symmetric, so the graph would remain undirected.</li><li>d) The number of students (vertices) remains the same regardless of the relationships between them.</li></ul>"
