"Front";"Back";"Extra"
"According to the principles of textual analysis discussed, what is the significance of all nouns and pronouns within a single, well-written paragraph forming a connected graph?<ul><li>a) It indicates a high level of vocabulary complexity.</li><li>b) It suggests the paragraph is thematically coherent and focused.</li><li>c) It means every noun must appear in every sentence.</li><li>d) It is a stylistic error indicating run-on sentences.</li></ul>";"Correct: b)";"<b>Explanation:</b> A connected graph indicates that all the concepts (represented by nouns/pronouns) are interrelated, which suggests the paragraph is thematically coherent and focused on a single main idea.<br><b>Distractor Rationale:</b><ul><li>a) Vocabulary complexity is not measured by graph connectivity.</li><li>c) A connected graph does not require every noun to be in every sentence, only that a path exists between any two nouns.</li><li>d) A connected graph is the desired outcome for a coherent paragraph, not a stylistic error.</li></ul>"
"How are connections typically established between nouns or pronouns that appear in different sentences within the same paragraph to form a single connected graph?<ul><li>a) They are not connected; each sentence is a separate graph.</li><li>b) By repeating the same verb in consecutive sentences.</li><li>c) By resolving pronouns to their antecedent nouns in previous sentences.</li><li>d) By using the same set of adjectives for different nouns.</li></ul>";"Correct: c)";"<b>Explanation:</b> The lecture transcript emphasizes that connections across sentence boundaries are made by resolving pronouns (e.g., 'he', 'it', 'his') to the specific nouns they refer to from previous sentences. This links the ideas together.<br><b>Distractor Rationale:</b><ul><li>a) They must be connected for a paragraph to be coherent.</li><li>b) While verbs are important, the repetition of a specific verb is not the mechanism for connecting nouns across sentences.</li><li>d) Adjectives describe nouns but do not form the primary structural links between them across sentences.</li></ul>"
"Consider the sentence: 'Payasam is a sweet Indian dish which is prepared from boiling milk, sugar, and rice.' A graph is constructed connecting nouns/pronouns (Payasam-0, Indian-4, dish-5, which-6, milk-11, sugar-12, rice-14). The connections are: 0 is connected to 4, 5, 6, 11, 12, and 14. The pronoun 'which' (6, referring to dish) is also connected to 11, 12, and 14. What is the role of node 0 (Payasam) in this graph?<ul><li>a) It is an isolated node with no connections.</li><li>b) It acts as a central hub connecting the subject to its descriptors and ingredients.</li><li>c) It only connects to other nouns that describe it, not the ingredients.</li><li>d) It only connects to the pronoun 'which'.</li></ul>";"Correct: b)";"<b>Explanation:</b> Node 0, 'Payasam', is the central subject of the sentence. The graph structure shows it acting as a hub, connecting directly to its descriptive nouns ('Indian dish') and its ingredients ('milk, sugar, rice'), unifying all parts of the description.<br><b>Distractor Rationale:</b><ul><li>a) It is the most connected node, not isolated.</li><li>c) It connects to both descriptors and ingredients.</li><li>d) It connects to multiple nodes, not just the pronoun.</li></ul>"
"A noun-relationship graph is described as follows: Node 0 is connected to nodes {4, 5, 6, 11, 12, 14}. Node 6 is connected to nodes {0, 11, 12, 14}. No other connections exist among the nodes {0, 4, 5, 6, 11, 12, 14}. What is the size of the largest clique in this graph?<ul><li>a) 2</li><li>b) 3</li><li>c) 4</li><li>d) 5</li></ul>";"Correct: b)";"<b>Explanation:</b> A clique is a set of nodes where every node is connected to every other node. In this graph, the sets {0, 6, 11}, {0, 6, 12}, and {0, 6, 14} are cliques of size 3 (triangles). There are no cliques of size 4 because, for instance, in the set {0, 6, 11, 12}, node 11 is not connected to node 12.<br><b>Distractor Rationale:</b><ul><li>a) There are several cliques of size 3, so 2 is not the maximum.</li><li>c) No set of 4 nodes is fully interconnected.</li><li>d) No set of 5 nodes is fully interconnected.</li></ul>"
"Using the same graph description as the previous question (Node 0 connected to {4, 5, 6, 11, 12, 14}; Node 6 connected to {0, 11, 12, 14}), how many distinct cliques of size three are present?<ul><li>a) 1</li><li>b) 2</li><li>c) 3</li><li>d) 4</li></ul>";"Correct: c)";"<b>Explanation:</b> A clique of size three is a triangle where all three nodes are connected to each other. The three such cliques in this graph are:<ul><li>{0, 6, 11}</li><li>{0, 6, 12}</li><li>{0, 6, 14}</li></ul><br><b>Distractor Rationale:</b><ul><li>a) There are clearly more than one.</li><li>b) There are three, not two.</li><li>d) There are only three distinct combinations that form a fully connected triangle.</li></ul>"
"What type of edges should be used to represent the relationship 'is connected to' between different nouns in a paragraph?<ul><li>a) Directed edges</li><li>b) Undirected edges</li><li>c) Weighted edges</li><li>d) Colored edges</li></ul>";"Correct: b)";"<b>Explanation:</b> The relationship is mutual and symmetric. If Noun A is connected to Noun B, then Noun B is equally connected to Noun A. This symmetry is best represented by undirected edges (a simple line without an arrow).<br><b>Distractor Rationale:</b><ul><li>a) Directed edges imply a one-way relationship, which is not the case here.</li><li>c) While possible, weighting is not the primary characteristic of the connection itself.</li><li>d) Coloring is for categorization, not for representing the fundamental nature of the connection.</li></ul>"
"If a paragraph's noun-relationship graph is found to be disconnected, forming two or more separate component graphs, what does this most likely indicate?<ul><li>a) The paragraph is well-structured and concise.</li><li>b) The writer has used pronouns incorrectly.</li><li>c) The paragraph lacks coherence and covers unrelated topics.</li><li>d) The paragraph contains too many nouns.</li></ul>";"Correct: c)";"<b>Explanation:</b> The core concept is that graph connectivity models thematic coherence. A disconnected graph implies that there are sets of nouns (and the ideas they represent) that are not linked, suggesting the paragraph is tackling multiple unrelated topics and lacks focus.<br><b>Distractor Rationale:</b><ul><li>a) A well-structured paragraph should ideally have a connected graph.</li><li>b) Incorrect pronoun usage could be a cause, but the high-level indication is a lack of coherence.</li><li>d) The number of nouns is irrelevant; it's their interconnectedness that matters.</li></ul>"
"Consider the following pseudocode for building a noun-relationship graph:<br><pre>NounGraph = CreateEmptyGraph()
NounsList = GetNounsFromParagraph()
for each sentence in Paragraph:
NounsInSentence = GetNounsFromSentence(sentence)
for each pair (N1, N2) in NounsInSentence:
if IsConnectedByVerb(N1, N2):
AddEdge(NounGraph, N1, N2)
Return NounGraph</pre>What is a primary limitation of this simplified procedure?<ul><li>a) It processes the paragraph sentence by sentence, which is inefficient.</li><li>b) It incorrectly adds edges based on verb connections.</li><li>c) It fails to establish connections across sentence boundaries via pronouns.</li><li>d) It should not initialize an empty graph at the beginning.</li></ul>";"Correct: c)";"<b>Explanation:</b> This procedure only checks for connections between nouns that appear within the same sentence. It completely misses the critical step of resolving pronouns to nouns from previous sentences, which is necessary to connect the ideas across the entire paragraph.<br><b>Distractor Rationale:</b><ul><li>a) Processing sentence by sentence is a normal approach.</li><li>b) Adding edges based on verb connections is a correct part of the logic.</li><li>d) Initializing an empty graph is the standard first step.</li></ul>"
"In the context of analyzing text with graphs, what does the term 'clique' signify?<ul><li>a) A group of unrelated nouns.</li><li>b) The main verb in a sentence.</li><li>c) A subset of nouns that are all mutually connected to each other.</li><li>d) A sequence of nouns appearing one after another.</li></ul>";"Correct: c)";"<b>Explanation:</b> As discussed in the lectures, a clique is a group (or subset) of nodes in a graph where every node is directly connected to every other node in that group. In this context, it would represent a set of concepts that are all mutually interrelated.<br><b>Distractor Rationale:</b><ul><li>a) A clique is, by definition, a set of highly related, not unrelated, nouns.</li><li>b) A clique is a structure of nouns (nodes), not verbs.</li><li>d) A sequence of nouns in a line is a 'path', not a 'clique'.</li></ul>"
"When building a noun-relationship graph based on sentence structure, which of the following would typically serve as a boundary that prevents a direct connection between two nouns?<ul><li>a) An adjective</li><li>b) An article (like 'the' or 'a')</li><li>c) A full stop (.)</li><li>d) A preposition (like 'from' or 'in')</li></ul>";"Correct: c)";"<b>Explanation:</b> A full stop marks the end of a sentence. The rules for connection generally apply within a single sentence or clause. A full stop creates a hard boundary that can only be bridged by other mechanisms, like pronoun resolution.<br><b>Distractor Rationale:</b><ul><li>a, b, d) Adjectives, articles, and prepositions are parts of a sentence's internal structure and do not typically break a connection between nouns within that same sentence.</li></ul>"
