"Front";"Back";"Extra"
"For which of the following situation(s) is/are a nested loop needed? (Select all that apply)<ul><li>a) To find the pair of students who have the same birthdays from the ""Scores"" dataset</li><li>b) To find the pair of students who scored the same marks in Physics from the ""Scores"" dataset</li><li>c) To find the number of words which have highest letter count from the ""Words"" dataset</li><li>d) To find the number of bills from the same shop from the ""Shopping Bills"" dataset</li></ul>";"Correct: a), b)";"<b>Explanation:</b> Finding pairs of items within a dataset that share a common property requires comparing each item with every other item. This necessitates a nested loop structure where the outer loop selects an item and the inner loop iterates through the remaining items to compare against.<br><b>Distractor Rationale:</b><ul><li>c) Finding the words with the highest letter count can be done with a single loop. You would iterate through the words, keeping track of the maximum letter count found so far and the count of words matching that maximum.</li><li>d) Counting bills from a specific shop can be accomplished with a single loop and a filter. You iterate through the bills and increment a counter if the shop name matches the target.</li></ul>"
"The following pseudocode is executed using the ""Words"" dataset. At the end of the execution, A captures the number of sentences with at least two nouns that have at most two vowels. Choose the correct code fragments to complete the pseudocode.<br><br>1 A = 0, C = 0<br>2 while (Table 1 has more rows) {<br>3   Read the first row X from Table 1<br>4   if(X.PartofSpeech == ""Noun"" and countVowels(X) <= 2) {<br>5     C = C + 1<br>6   }<br>7   if(X.word ends with a full stop) {<br>8     if(C >= 2) {<br>9       A = A + 1<br>10    }<br>11    *** Statement1 ***<br>12  }<br>13  *** Statement2 ***<br>14  Move X to Table 2<br>15 }<br><br>16 Procedure countVowels(Y)<br>17  i = 1<br>18  B = 0<br>19  while(i < Y.LetterCount) {<br>20    if(ith letter of Y.word is a vowel) {<br>21      B = B + 1<br>22    }<br>23    *** Statement3 ***<br>24  }<br>25  *** Statement4 ***<br>26  return(B)<br>27 End countVowels<ul><li>a) Statement1: C = 0<br>   Statement2: Not necessary<br>   Statement3: i = i + 1<br>   Statement4: Not necessary</li><li>b) Statement1: Not necessary<br>   Statement2: C = 0<br>   Statement3: Not necessary<br>   Statement4: i = i + 1</li><li>c) Statement1: Not necessary<br>   Statement2: C = C + 1<br>   Statement3: Not necessary<br>   Statement4: i = i + 1</li><li>d) Statement1: C = 0<br>   Statement2: Not necessary<br>   Statement3: Not necessary<br>   Statement4: i = i + 1</li></ul>";"Correct: b)";"<b>Explanation:</b> The variable 'C' counts the specific nouns within a single sentence. It must be reset to 0 after the end of each sentence is detected (when a word ends with a full stop). The 'countVowels' procedure needs to iterate through all letters of the word, so the iterator 'i' must be incremented within the while loop. Statement1 is not necessary because C should be reset after the check, not within the 'if(C >= 2)' block. Statement3 is not necessary as the logic only requires incrementing the vowel count.<br><b>Distractor Rationale:</b><ul><li>a) Placing C=0 in Statement1 resets the count before it's used for the next sentence. Placing i=i+1 in Statement3 would cause the loop to skip letters.</li><li>c) Incrementing C in Statement2 would be incorrect; it needs to be reset to 0 for the next sentence.</li><li>d) Placing C=0 in Statement1 is incorrect as explained above.</li></ul>"
"The following pseudocode is executed using the ""Library"" dataset. At the end of the execution, N captures the name of a book which has the maximum number of pages and is written in a language other than English, and A captures the number of pages in the book.<br><br>1 A = 0, N = ""None""<br>2 while (Table 1 has more rows) {<br>3   Read the first row X in Table 1<br>4   if(X.Language != ""English"" and X.Pages > A) {<br>5     A = X.Pages<br>6     N = X.Name<br>7   }<br>8   Move X to Table 2<br>9 }<br><br>If the rows of the table are shuffled in any random order, then choose the correct option(s). (Select all that apply)<ul><li>a) There will be no change in N, irrespective of the order of rows.</li><li>b) There might be a change in N, based on the order of rows.</li><li>c) There will be no change in A, irrespective of the order of rows.</li><li>d) There might be a change in A, based on the order of rows.</li></ul>";"Correct: b), c)";"<b>Explanation:</b> The variable 'A' will always find the maximum number of pages among non-English books, regardless of the order, because it's simply looking for the highest value. However, 'N' might change. If there are multiple non-English books with the exact same maximum number of pages, the one that appears first in the shuffled deck will be the one whose name is stored in 'N'. Since the condition is X.Pages > A and not >= A, once the maximum page count is found, 'N' will not be updated even if another book with the same max page count appears later.<br><b>Distractor Rationale:</b><ul><li>a) 'N' can change if multiple books tie for the maximum page count, as its final value depends on which of those books is processed first.</li><li>d) 'A' will always end up with the single highest page count value, so it is not affected by the order of rows.</li></ul>"
"The given pseudocode is executed using the ""Shopping Bills"" dataset. frac stores the ratio of the number of customers who purchased both ""Bread"" and ""Milk"" to the number of customers who purchased ""Milk"". Choose the correct code fragment to complete the pseudocode. (Assume there is at least one customer who has purchased ""Milk"").<br><br>1 mCount = 0, bCount = 0<br>2 while (Pile 1 has more cards) {<br>3   Read the top card X in Pile 1<br>4   *** Fill the code ***<br>5   Move X to Pile 2.<br>6 }<br>7 frac = bCount / mCount<br><br>8 Procedure isItem(Y, A)<br>9   C = False<br>10  while (Card Y has more items) {<br>11    Read an item Z from ItemList of card Y<br>12    if(Z.Item == A) {<br>13      C = True<br>14    }<br>15    Remove Z from ItemList of Y<br>16  }<br>17  return(C)<br>18 End isItem<ul><li>a) if(isItem(X, ""Milk"")) {<br>   mCount = mCount + 1<br>}<br>if(isItem(X, ""Bread"")) {<br>   bCount = bCount + 1<br>}</li><li>b) if(isItem(X, ""Bread"")) {<br>   bCount = bCount + 1<br>   if(isItem(X, ""Milk"")) {<br>     mCount = mCount + 1<br>   }<br>}</li><li>c) if(isItem(X, ""Milk"") and isItem(X, ""Bread"")) {<br>   mCount = mCount + 1<br>   bCount = bCount + 1<br>}</li><li>d) if(isItem(X, ""Milk"")) {<br>   mCount = mCount + 1<br>   if(isItem(X, ""Bread"")) {<br>     bCount = bCount + 1<br>   }<br>}</li></ul>";"Correct: d)";"<b>Explanation:</b> We need to count all customers who bought Milk for the denominator (mCount). Then, out of those who bought Milk, we need to count how many also bought Bread for the numerator (bCount). Option d) correctly increments mCount for every Milk purchase and then, within that condition, it checks for and increments bCount for a Bread purchase.<br><b>Distractor Rationale:</b><ul><li>a) This incorrectly counts all Bread purchasers for bCount, not just those who also bought Milk.</li><li>b) This incorrectly counts Milk purchasers for mCount only if they also bought Bread.</li><li>c) This would make mCount and bCount equal, both counting only customers who bought both items, leading to a ratio of 1.</li></ul>"
"The following pseudocode is executed using the ""Scores"" dataset. Two students form a study pair if their difference in Mathematics marks are at most 10. Assume that Pile P1 is always restored back after calling studyPair(Pile P1).<br><br>1 count1 = studyPair(Pile 1)<br>2 while (Pile 1 has more cards) {<br>3   Read the top card X in Pile 1<br>4   if (X.CityTown == ""Chennai"") { Move X to Pile CHN }<br>5   if (X.CityTown == ""Bengaluru"") { Move X to Pile BLR }<br>6   if (X.CityTown == ""Vellore"") { Move X to Pile VLR }<br>7 }<br>8 count2 = studyPair(Pile CHN) + studyPair(Pile BLR) + studyPair(Pile VLR)<br>9 count3 = count1 - count2<br><br>10 Procedure studyPair(Pile P1)<br>11  A = 0<br>12  while(Pile P1 has more cards) {<br>13    Read the first card X in Pile P1<br>14    Move X to Pile P2<br>15    while(Pile P1 has more cards) {<br>16      Read the top card Y in Pile P1<br>17      if(-10 <= X.Mathematics - Y.Mathematics <= 10) {<br>18        A = A + 1<br>19      }<br>20      Move Y to Pile P3<br>21    }<br>22    Move all cards from Pile P3 to Pile P1<br>23  }<br>24  return(A)<br>25 End studyPair<br><br>What will count1 represent at the end of execution?<ul><li>a) Number of study pairs</li><li>b) Number of pairs of study pair</li><li>c) Number of students who formed study pairs</li><li>d) Number of study pairs from the same city</li></ul>";"Correct: a)";"<b>Explanation:</b> The studyPair procedure takes a pile of student cards and uses a nested loop to compare every student (X) with every other student (Y). It increments a counter 'A' for each pair whose Mathematics marks differ by at most 10. count1 is the result of calling this procedure on the entire dataset (Pile 1). Therefore, count1 represents the total number of study pairs across all cities.<br><b>Distractor Rationale:</b><ul><li>b) This is nonsensical phrasing.</li><li>c) The code counts pairs, not individual students.</li><li>d) This describes count2, not count1. count1 is calculated before any city-based filtering occurs.</li></ul>"
"The following pseudocode is executed using the ""Scores"" dataset. Two students form a study pair if their difference in Mathematics marks are at most 10. Assume that Pile P1 is always restored back after calling studyPair(Pile P1).<br><br>1 count1 = studyPair(Pile 1)<br>2 while (Pile 1 has more cards) {<br>3   Read the top card X in Pile 1<br>4   if (X.CityTown == ""Chennai"") { Move X to Pile CHN }<br>5   if (X.CityTown == ""Bengaluru"") { Move X to Pile BLR }<br>6   if (X.CityTown == ""Vellore"") { Move X to Pile VLR }<br>7 }<br>8 count2 = studyPair(Pile CHN) + studyPair(Pile BLR) + studyPair(Pile VLR)<br>9 count3 = count1 - count2<br><br>10 Procedure studyPair(Pile P1)<br>11  A = 0<br>12  while(Pile P1 has more cards) {<br>13    Read the first card X in Pile P1<br>14    Move X to Pile P2<br>15    while(Pile P1 has more cards) {<br>16      Read the top card Y in Pile P1<br>17      if(-10 <= X.Mathematics - Y.Mathematics <= 10) {<br>18        A = A + 1<br>19      }<br>20      Move Y to Pile P3<br>21    }<br>22    Move all cards from Pile P3 to Pile P1<br>23  }<br>24  return(A)<br>25 End studyPair<br><br>What will count3 represent at the end of execution?<ul><li>a) Number of study pairs where at least one student in each pair is not from the cities Chennai, Bengaluru, and Vellore</li><li>b) Number of study pairs where the students in each pair are from different cities</li><li>c) Number of study pairs where students in each pair are from different cities among Chennai, Bengaluru and Vellore</li><li>d) Number of study pairs where students in each pair are from the same city among Chennai, Bengaluru and Vellore</li></ul>";"Correct: b)";"<b>Explanation:</b> count1 is the total number of study pairs in the entire dataset. count2 is the sum of study pairs where both students are from Chennai, both are from Bengaluru, or both are from Vellore. In other words, count2 is the number of intra-city pairs for those three specific cities. count3 is count1 - count2. This subtraction removes all the same-city pairs from the total count, leaving only the inter-city pairs (e.g., Chennai-Bengaluru, Vellore-Erode, etc.) and intra-city pairs from cities other than the main three.<br><b>Distractor Rationale:</b><ul><li>a) This is too restrictive. A pair from (Chennai, Bengaluru) would be counted in count3, but both students are from the specified cities.</li><li>c) This is also too restrictive. It implies pairs must be formed between students from Chennai, Bengaluru, and Vellore. count3 also includes pairs like (Erode, Salem).</li><li>d) This describes count2, not count3.</li></ul>"
"The following pseudocode is executed using the ""Words"" dataset.<br><br>1 count = 0<br>2 while (Table 1 has more rows) {<br>3   Read the first row X in Table 1<br>4   Move X to Table 2<br>5   i = 1, A = False, B = False<br>6   while(i <= X.LetterCount) {<br>7     if(ith letter of X.word is a vowel) {<br>8       if(A) {<br>9         B = True<br>10      }<br>11      A = True<br>12    }<br>13    else {<br>14      A = False<br>15    }<br>16    i = i + 1<br>17  }<br>18  if(B) {<br>19    count = count + 1<br>20  }<br>21 }<br><br>What will count represent at the end of execution?<ul><li>a) Number of words with at least one pair of vowels occurring consecutively</li><li>b) Number of words with at most two pairs of vowels occurring consecutively</li><li>c) Number of words with at least two pairs of the same vowel occurring consecutively</li><li>d) Number of words with at most one pair of vowels occurring consecutively</li></ul>";"Correct: a)";"<b>Explanation:</b> The variable 'A' acts as a flag that becomes True if the current letter is a vowel. The variable 'B' becomes True only if the code finds a vowel (if(ith letter...is a vowel)) immediately after another vowel (if(A) is true from the previous iteration). Once 'B' is set to True for a word, it remains True for the rest of that word's processing. The final count is incremented only if 'B' is True, meaning the word contained at least one instance of consecutive vowels.<br><b>Distractor Rationale:</b><ul><li>b) The code does not count pairs; it just detects if at least one exists.</li><li>c) The code does not check if the vowels are the same.</li><li>d) The logic counts words with at least one pair, not at most one.</li></ul>"
"The following pseudocode is executed using the ""Scores"" dataset. At the end of the execution, A, B and C capture the number of pairs of students who scored at most 200, from 201 to 250 and at least 251, respectively who are from the same city but are of different gender. Choose the correct code fragment(s) to complete the pseudocode. (Select all that apply)<br><br>1 A = 0, B = 0, C = 0<br>2 while (Table 1 has more rows) {<br>3   Read the first row X in Table 1<br>4   if(X.Total <= 200) { Move X to Table 2 }<br>5   if(X.Total >= 201 and X.Total <= 250) { Move X to Table 3 }<br>6   if(X.Total >= 251) { Move X to Table 4 }<br>7 }<br>8 A = similarTotal(Table 2)<br>9 B = similarTotal(Table 3)<br>10 C = similarTotal(Table 4)<br><br>11 Procedure similarTotal(Table T1)<br>12  D = 0<br>13  while (Table T1 has more rows) {<br>14    Read the first row Y in Table T1<br>15    Move Y to Table T2<br>16    while (Table T1 has more rows) {<br>17      Read the first row Z in Table T1<br>18      Move Z to Table T3<br>19      *** Fill the code ***<br>20    }<br>21    Move all rows from Table T3 to Table T1<br>22  }<br>23  return(D)<br>24 End similarTotal<ul><li>a) if(Y.CityTown == Z.CityTown) {<br>   if(Y.Gender != Z.Gender) {<br>     D = D + 1<br>   }<br>}</li><li>b) if(Y.Gender != Z.Gender) {<br>   if(Y.CityTown == Z.CityTown) {<br>     D = D + 1<br>   }<br>}</li><li>c) if(Y.CityTown == Z.CityTown or Y.Gender != Z.Gender) {<br>   D = D + 1<br>}</li><li>d) if(Y.CityTown == Z.CityTown and Y.Gender != Z.Gender) {<br>   D = D + 1<br>}</li></ul>";"Correct: a), b), d)";"<b>Explanation:</b> The goal is to count pairs that are from the same city AND have different genders. Options a), b), and d) all correctly implement this logic. Options a) and b) use nested if statements, which is logically equivalent to a single if statement with an and operator, as shown in option d). The order of checks (city first or gender first) does not change the final outcome.<br><b>Distractor Rationale:</b><ul><li>c) Using an or operator is incorrect. It would count pairs that share a city but not gender, pairs that have different genders but not the same city, and pairs that satisfy both. This does not match the problem's requirement.</li></ul>"
"The given pseudocode is executed using ""Scores"" dataset. Let B be a positive integer value. What does the procedure DoSomething compute? <br><br>1 Procedure DoSomething(B)<br>2   C = 0, D = 100<br>3   while (Table 1 has more rows) {<br>4     Read the first row X in Table 1<br>5     if(X.Chemistry > C) {<br>6       C = X.Chemistry<br>7     }<br>8     if(X.Chemistry < D) {<br>9       D = X.Chemistry<br>10    }<br>11    Move X to Table 2<br>12  }<br>13  if(C - D >= B) {<br>14    return (False)<br>15  }<br>16  else {<br>17    return (True)<br>18  }<br>19 End DoSomething<ul><li>a) Returns True if and only if the difference between the maximum Chemistry marks and the minimum Chemistry marks is at least B</li><li>b) Returns True if and only if the difference between the maximum Chemistry marks and the minimum Chemistry marks is at most B</li><li>c) Returns True if and only if the difference between the maximum Chemistry marks and the second maximum Chemistry marks is at most B</li><li>d) Returns True if and only if the difference between the maximum Chemistry marks and the minimum Chemistry marks is less than B</li></ul>";"Correct: d)";"<b>Explanation:</b> The loop iterates through all student cards to find the maximum Chemistry score (stored in C) and the minimum Chemistry score (stored in D). After the loop, it checks if the range (C - D) is greater than or equal to B. If it is, it returns False. Otherwise (meaning C - D is less than B), it returns True. Therefore, the procedure returns True if and only if the range of Chemistry marks is less than B.<br><b>Distractor Rationale:</b><ul><li>a) This describes the condition for returning False, not True.</li><li>b) This is incorrect because if the difference is exactly B, the procedure returns False. 'At most B' includes B.</li><li>c) The variable D finds the absolute minimum, not the second maximum.</li></ul>"
"The following pseudocode is executed using the ""Words"" dataset. At the end of the execution, C captures the number of nouns with letter count at least four and at most eight. But the pseudocode may have mistakes. Identify all such mistakes (if any). (Select all that apply)<br><br>1 C = 0<br>2 while (Table 1 has more cards) {<br>3   Read the first row X from Table 1<br>4   if (CheckSomething(X, 4, 8)){<br>5     C = C + 1<br>6   }<br>7   Move X to Table 2<br>8 }<br><br>9 Procedure CheckSomething(Y, C1, C2)<br>10  if (Y.PartOfSpeech == ""Noun"") {<br>11    if(C1 <= Y.LetterCount and Y.LetterCount <= C2) {<br>12      return (True)<br>13    }<br>14    else {<br>15      return (False)<br>16    }<br>17  }<br>18  else {<br>19    return (True)<br>20  }<br>21 End CheckSomething<ul><li>a) Line 4: Incorrect parameters used to call the procedure</li><li>b) Line 5: C is wrongly updated</li><li>c) Line 11: Incorrect conditional statement</li><li>d) Line 19: Incorrect value for return</li></ul>";"Correct: d)";"<b>Explanation:</b> The procedure is intended to return True only for nouns within a specific length range. The logic correctly handles this in lines 10-16. However, if the word is not a noun (the else block on line 18), the procedure incorrectly returns True. It should return False for any word that is not a noun, so that the main loop does not increment the counter C.<br><b>Distractor Rationale:</b><ul><li>a) The parameters (X, 4, 8) are passed correctly to check for letter counts between 4 and 8.</li><li>b) C is correctly incremented by 1 when the procedure returns True.</li><li>c) The condition C1 <= Y.LetterCount and Y.LetterCount <= C2 correctly checks if the letter count is within the inclusive range [C1, C2].</li></ul>"
