"Front";"Back";"Extra"
"The following pseudocode is executed using the ""Scores"" table. What will A and B represent at the end of the execution?<br><br>1 D = {}<br>2 while (Table 1 has more rows) {<br>3 Read the first row X in Table 1<br>4 if(iskey(D, X.Town/City)) {<br>5 if(D[X.Town/City] > X.Mathematics) {<br>6 D[X.Town/City] = X.Mathematics<br>7 }<br>8 }<br>9 else {<br>10 D[X.Town/City] = X.Mathematics<br>11 }<br>12 Move X to Table 2<br>13 }<br>14<br>15 A = 0, B = 100<br>16 foreach Y in keys(D) {<br>17 if(B == D[Y]) {<br>18 A = A + 1<br>19 }<br>20 if(B > D[Y]) {<br>21 A = 1<br>22 B = D[Y]<br>23 }<br>24 }<ul><li>a) A = Cities where students score the highest marks in Mathematics, B = The highest marks in Mathematics</li><li>b) A = Number of cities where students score the highest marks in Mathematics, B = The highest marks in Mathematics</li><li>c) A = Number of cities where students score the lowest marks in Mathematics, B = The lowest marks in Mathematics</li><li>d) A = Always more than one, B = The highest marks in Mathematics</li></ul>";"Correct: c)";"<b>Explanation:</b> The first loop (lines 2-13) iterates through the 'Scores' table to find the minimum Mathematics score for each city, storing it in dictionary D. The second loop (lines 16-24) iterates through D to find the overall lowest score (B) among all cities and the number of cities (A) that have this lowest score. The initial value of B is 100, and it is updated downwards. Therefore, A is the count of cities with the lowest Mathematics score, and B is that lowest score.<br><b>Distractor Rationale:</b><ul><li>a) A is a counter, not a list of cities. B is the lowest score, not the highest.</li><li>b) The logic finds the minimum score (B is updated when D[Y] is smaller), not the maximum.</li><li>d) A can be one if only one city has the absolute lowest score. B is the lowest score, not the highest.</li></ul>"
"The following pseudocode is executed using the ""Scores"" dataset. What will the value of B represent at the end of the execution?<br><br>1 D = {}, B = 0<br>2 while (Table 1 has more rows) {<br>3 Read the first row X in Table 1<br>4 D = updateDictByField(D, X.Physics)<br>5 Move X to Table 2<br>6 }<br>7 B = findAKey(D)<br>8<br>9 Procedure updateDictByField(D, Value)<br>10 if(iskey(D, value)) {<br>11 D[Value] = D[Value] + 1<br>12 }<br>13 else {<br>14 D[value] = 1<br>15 }<br>16 return(D)<br>17 End updateDictByField<br>18<br>19 Procedure findAKey(D)<br>20 Key = -1, Value = 0<br>21 foreach A in keys(D) {<br>22 if(D[A] > Value) {<br>23 Value = D[A]<br>24 Key = A<br>25 }<br>26 }<br>27 return(Key)<br>28 End findAKey<ul><li>a) Number of repeated marks in Physics</li><li>b) Minimum marks in Physics</li><li>c) Maximum marks in Physics</li><li>d) Most frequent marks in Physics</li></ul>";"Correct: d)";"<b>Explanation:</b> The updateDictByField procedure creates a frequency map (histogram) of Physics marks in the dictionary D, where keys are the marks and values are their frequencies. The findAKey procedure then iterates through this dictionary to find the key (the mark) that has the highest associated value (the highest frequency). Therefore, B will hold the most frequent mark in Physics.<br><b>Distractor Rationale:</b><ul><li>a) B represents a specific mark, not the count of all repeated marks.</li><li>b) The code counts frequency; it does not compare mark values to find the minimum.</li><li>c) The code counts frequency; it does not compare mark values to find the maximum.</li></ul>"
"The following pseudocode is executed using the ""Shopping Bills"" dataset. Identify all mistakes (if any) in the pseudocode which aims to capture, for each customer Z, the shops they visited and the categories of items they purchased. Select all that apply.<br><br>1 D = {}<br>2 while (Pile 1 has more cards) {<br>3 Read the top card X in Pile 1<br>4 D = updateDictionary(D, X)<br>5 Move X to Pile 2<br>6 }<br>7<br>8 Procedure updateDictionary(D, Y)<br>9 if(not iskey(D, Y.CustomerName)) {<br>10 D[Y.CustomerName] = {""Shop"": [], ""Category"": []}<br>11 }<br>12 D[Y.CustomerName][""Shop""][Y.ShopName] = True<br>13 foreach A in Y.ItemList{<br>14 D[Y.CustomerName][""Category""][A.Category] = True<br>15 }<br>16 return(D)<br>17 End updateDictionary<ul><li>a) Error in Line 1</li><li>b) Error in Line 10</li><li>c) Error in Line 12</li><li>d) Error in Line 14</li><li>e) No error</li></ul>";"Correct: c), d)";"<b>Explanation:</b> The goal is to store a list of shops and a list of categories. In Line 10, the values for ""Shop"" and ""Category"" are initialized as lists ([]). However, Lines 12 and 14 attempt to use these lists as dictionaries by assigning a value to a key (e.g., [Y.ShopName] = True). You cannot use a list like a dictionary. The correct approach would be to append items to the list, for example, D[Y.CustomerName][""Shop""] = D[Y.CustomerName][""Shop""] ++ [Y.ShopName] and check for existence before appending.<br><b>Distractor Rationale:</b><ul><li>a) Line 1 correctly initializes an empty dictionary.</li><li>b) Line 10 correctly initializes a nested dictionary structure with lists as values, which is a valid starting point for the intended logic.</li><li>e) There are clear errors in how the lists are being updated.</li></ul>"
"The pseudocode below is executed using the ""station wise"" cards of the ""Train"" dataset. It aims to create a dictionary STN where for a station X and a day of the week A, STN[X][A] stores the number of trains running through X on day A. Choose the correct code fragment to complete the getInfo procedure.<br><br>1 STN = {}<br>2 while (Pile 1 has more cards) {<br>3 Read the top card X in Pile 1<br>4 STN[X.StationName] = getInfo(STN, X)<br>5 Move X to Pile 2<br>6 }<br>7<br>8 Procedure getInfo(STN, X)<br>9 *********************<br>10 * Fill the code *<br>11 *********************<br>12 return(D)<br>13 End getInfo<ul><li>a) 1 D = {}<br>2 foreach A in X.TrainList{<br>3 foreach B in A.Days{<br>4 D[B] = 1<br>5 }<br>6 }</li><li>b) 1 D = {""M"": 0, ""Tu"": 0, ""W"": 0, ""Th"": 0, ""F"": 0, ""Sa"": 0, ""Su"": 0}<br>2 foreach A in X.TrainList{<br>3 foreach B in A.Days{<br>4 D[B] = 1<br>5 }<br>6 }</li><li>c) 1 D = {}<br>2 foreach A in X.TrainList{<br>3 foreach B in A.Days{<br>4 D[B] = D[B] + 1<br>5 }<br>6 }</li><li>d) 1 D = {""M"": 0, ""Tu"": 0, ""W"": 0, ""Th"": 0, ""F"": 0, ""Sa"": 0, ""Su"": 0}<br>2 foreach A in X.TrainList{<br>3 foreach B in A.Days{<br>4 D[B] = D[B] + 1<br>5 }<br>6 }</li></ul>";"Correct: d)";"<b>Explanation:</b> The procedure needs to count trains for each day of the week for a given station. Option (d) correctly initializes a dictionary D with all days of the week set to 0. It then iterates through each train in the station's TrainList and for each day that train runs, it increments the counter for that day (D[B] = D[B] + 1). This correctly accumulates the total number of trains for each day.<br><b>Distractor Rationale:</b><ul><li>a) This fragment doesn't initialize the dictionary with all days, so if a day has no trains, it won't be in the dictionary. It also overwrites the count with 1 instead of incrementing.</li><li>b) This fragment initializes the dictionary correctly but then overwrites the count with 1 (D[B] = 1) instead of incrementing it, so it would only tell if at least one train runs on a day, not how many.</li><li>c) This fragment attempts to increment (D[B] = D[B] + 1) but fails to initialize the dictionary D. This would cause an error the first time a day is encountered because the key would not exist.</li></ul>"
"Consider the dictionary STN computed in the previous question. Choose the correct statement(s) from the options based on the following pseudocode. Select all that apply.<br><br>1 Z = {}, D = {}<br>2 foreach A in keys(STN) {<br>3 C = 0, Y = 0<br>4 D = STN[A]<br>5 foreach B in keys(D) {<br>6 if(Y == D[B]) {<br>7 C = C + 1<br>8 }<br>9 if(Y < D[B]) {<br>10 C = 1<br>11 Y = D[B]<br>12 }<br>13 }<br>14 if (not iskey(Z, C)) {<br>15 Z[C] = 0<br>16 }<br>17 Z[C] = Z[C] + 1<br>18 }<ul><li>a) Keys of the dictionary Z is integer</li><li>b) There can be a value C such that Z[C] is zero</li><li>c) All values of the dictionary elements are non-zero</li><li>d) The number of keys in Z is 8</li></ul>";"Correct: a), c)";"<b>Explanation:</b> The inner loop (lines 5-13) finds the maximum number of trains on any single day for a station (Y) and also counts how many days have this maximum number (C). The outer loop then builds a dictionary Z. The keys of Z are the counts (C), which are integers. The values of Z are the number of stations that have that particular count C of busiest days. Since Z[C] is initialized to 0 and then immediately incremented, any value in Z must be at least 1, making it non-zero.<br><b>Distractor Rationale:</b><ul><li>b) Line 15 initializes Z[C] to 0, but line 17 immediately increments it. A value in Z can never remain 0.</li><li>d) The number of keys in Z depends on the data. C is the number of days that are tied for being the busiest at a station. This count could range from 1 to 7. The number of keys in Z will be the number of distinct values of C found across all stations, which is not necessarily 8.</li></ul>"
"Consider the dictionary STN computed previously. Choose the correct pseudocode to compute the number of stations which have trains passing through all days of a week.<ul><li>a) 1 z = 0<br>2 foreach A in keys(STN) {<br>3 foreach B in keys(STN[A]) {<br>4 if(STN[A][B] < 1) {<br>5 C = False<br>6 }<br>7 }<br>8 if(C) {<br>9 z = z + 1<br>10 }<br>11 }</li><li>b) 1 z = 0<br>2 foreach A in keys(STN) {<br>3 C = True<br>4 foreach B in keys(STN[A]) {<br>5 if(STN[A][B] < 1) {<br>6 C = False<br>7 }<br>8 }<br>9 if(C) {<br>10 z = z + 1<br>11 }<br>12 }</li><li>c) 1 z = 0<br>2 foreach A in keys(STN) {<br>3 C = True<br>4 foreach B in keys(STN[A]) {<br>5 if(STN[A][B] < 1) {<br>6 C = False<br>7 }<br>8 else {<br>9 C = True<br>10 }<br>11 }<br>12 if(C) {<br>13 z = z + 1<br>14 }<br>15 }</li><li>d) 1 z = 0<br>2 foreach A in keys(STN) {<br>3 C = False<br>4 foreach B in keys(STN[A]) {<br>5 if(STN[A][B] < 1) {<br>6 C = True<br>7 }<br>8 }<br>9 if(C) {<br>10 z = z + 1<br>11 }<br>12 }</li></ul>";"Correct: b)";"<b>Explanation:</b> This code correctly implements the logic. For each station A, it initializes a flag C to True (line 3). It then checks every day's train count for that station (lines 4-8). If it finds any day with fewer than 1 train, it sets C to False. After checking all days for station A, if C is still True, it means every day had at least one train, so the station counter z is incremented.<br><b>Distractor Rationale:</b><ul><li>a) The flag C is not re-initialized to True for each new station. Once it is set to False for one station, it will remain False for all subsequent stations, leading to an incorrect count.</li><li>c) The else block (lines 8-10) is problematic. If the last day checked has trains, it will reset C to True, even if a previous day had no trains. This would incorrectly count stations that don't have trains on all days.</li><li>d) The logic is inverted. The flag C is initialized to False and set to True if a day with no trains is found. This would count stations that are missing trains on at least one day, not stations that have them on all days.</li></ul>"
"The following pseudocode is executed using the ""Words"" dataset. What will D represent at the end of the execution?<br><br>1 D = {}<br>2 while (Table 1 has more rows) {<br>3 Read the first row X in Table 1<br>4 D = updateDictionary(D, X)<br>5 Move X to Table 2<br>6 }<br>7<br>8 Procedure updateDictionary(D, Y)<br>9 i = 1, B = ''<br>10 while (i <= Y.LetterCount) {<br>11 B = ith letter in Y.Word<br>12 if(iskey(D, B)) {<br>13 D[B] = D[B] + 1<br>14 }<br>15 else {<br>16 D[B] = 1<br>17 }<br>18 i = i + 1<br>19 }<br>20 return(D)<br>21 End updateDictionary<ul><li>a) Frequency count of each alphabet in the table</li><li>b) Frequency count of each word in the table</li><li>c) Most frequent alphabet in the table</li><li>d) Frequency count of each alphabet in each part of speech</li></ul>";"Correct: a)";"<b>Explanation:</b> The updateDictionary procedure iterates through every single letter of every word passed to it (lines 10-19). It uses a dictionary D to store the counts of each individual letter (B). If a letter is seen for the first time, its count is set to 1; otherwise, its existing count is incremented. The main loop calls this for every word in the dataset, so D accumulates the total frequency of each alphabet across all words.<br><b>Distractor Rationale:</b><ul><li>b) The code iterates through letters, not whole words.</li><li>c) The dictionary D stores the frequency counts, but the pseudocode shown does not include a step to find which alphabet has the maximum frequency.</li><li>d) The code does not use the 'PartofSpeech' information at all; it aggregates counts across all words regardless of their type.</li></ul>"
"Consider the dictionary D and the procedure updateDictionary() from the previous question. Let POS be a list of all parts of speech. Assume a procedure max(D) returns a list of keys with the maximum value. Choose the correct statement(s) from the options based on the following pseudocode. Select all that apply.<br><br>1 C = {""Overall"": max(D)}<br>2 foreach A in POS {<br>3 Move all rows to Table 1<br>4 B = {}<br>5 while (Table 1 has more rows) {<br>6 Read the first row X in Table 1<br>7 if(X.PartofSpeech == A) {<br>8 B = updateDictionary(B, X)<br>9 }<br>10 Move X to Table 2<br>11 }<br>12 C[A] = max(B)<br>13 }<ul><li>a) length(keys(C)) is same as the number of different part of speeches in the input dataset</li><li>b) C captures the list of most frequent alphabet occurred overall in the dataset as well as for each part of speech</li><li>c) C captures the most frequent alphabet occurred overall in the dataset as well as for each part of speech</li><li>d) length(keys(C)) is one more than the number of different part of speeches in the dataset</li></ul>";"Correct: b), d)";"<b>Explanation:</b> The dictionary C is initialized with the key ""Overall"", containing the list of the most frequent alphabets from the entire dataset (computed in the previous question). Then, the code iterates through each PartofSpeech (A in POS). For each part of speech, it re-scans the entire dataset, builds a temporary frequency dictionary B for just the words of that part of speech, finds the most frequent letter(s) using max(B), and stores this list in C with the part of speech as the key. Therefore, C contains the list of most frequent alphabets for the overall dataset AND for each individual part of speech. The number of keys in C will be the number of parts of speech plus one for the ""Overall"" key.<br><b>Distractor Rationale:</b><ul><li>a) The length is the number of parts of speech plus one, due to the initial ""Overall"" key.</li><li>c) max(D) is defined to return a list of keys, not a single key. This is important if there's a tie for the most frequent alphabet.</li></ul>"
"The following pseudocode is executed using the ""Shopping bills"" dataset. What will D represent at the end of the execution?<br><br>1 D = {}<br>2 while (Pile 1 has more cards) {<br>3 Read the top card X in Pile 1<br>4 D = updateDictionary(D, X)<br>5 Move X to Pile 2<br>6 }<br>7<br>8 Procedure updateDictionary(D, Y)<br>9 foreach A in Y.ItemList{<br>10 C = A.ItemName // ASSUMED - This line is blank in the source<br>11 if(iskey(D, C)) {<br>12 if(iskey(D[C], Y.ShopName)) {<br>13 if(D[C][Y.ShopName][""Price""] != A.Price) {<br>14 D[C][Y.ShopName][""Flag""] = True<br>15 }<br>16 }<br>17 else {<br>18 D[C][Y.ShopName] = {""Price"": A.Price, ""Flag"": False}<br>19 }<br>20 }<br>21 else {<br>22 D[C] = {}<br>23 D[C][Y.ShopName] = {""Price"": A.Price, ""Flag"": False}<br>24 }<br>25 }<br>26 return(D)<br>27 End updateDictionary<ul><li>a) For an item C, and a shop S, D[C][S][""Flag""] is set to True if and only if the item is sold for a constant price</li><li>b) For an item C, and a shop S, D[C][S][""Flag""] is set to True if and only if the item is billed in more than one bill</li><li>c) For an item C, and a shop S, D[C][S][""Flag""] is set to True if and only if the item is sold for variable price</li><li>d) For an item C, and a shop S, D[C][S][""Flag""] is set to True if and only if the item is billed exactly one bill</li></ul>";"Correct: c)";"<b>Explanation:</b> The pseudocode builds a nested dictionary D. The logic is as follows: for a given item C and shop Y.ShopName, it initializes a record with the price and a Flag set to False. If it encounters the same item from the same shop again (line 12), it checks if the price is different from the stored price (line 13). If the price is different, it sets the Flag to True (line 14). Therefore, the flag becomes True only when an item is found to be sold at a variable (non-constant) price at a specific shop.<br><b>Distractor Rationale:</b><ul><li>a) The logic is the opposite; the flag is set to True for variable prices, not constant prices.</li><li>b) The flag is triggered by a price difference, not by the number of bills. An item could be in multiple bills at the same price, and the flag would remain False.</li><li>d) This is incorrect; the flag is only set on the second or subsequent billing of an item if the price has changed.</li></ul>"
"The following pseudocode is executed using the ""Scores"" dataset. What will Z represent at the end of the execution?<br><br>1 D = {}<br>2 A = 0, C = 0, Avg = 0<br>3 while (Table 1 has more rows) {<br>4 Read the first row X in Table 1<br>5 A = A + X.Total<br>6 C = C + 1<br>7 if(iskey(D, X.Town/City)) {<br>8 D[X.Town/City][""Total""] = D[X.Town/City][""Total""] + X.Total<br>9 D[X.Town/City][""Count""] = D[X.Town/City][""Count""] + 1<br>10 }<br>11 else {<br>12 D[X.Town/City] = {""Total"": X.Total, ""Count"": 1}<br>13 }<br>14 Move X to Table 2<br>15 }<br>16 Avg = A / C<br>17<br>18 Z = 0<br>19 foreach B in keys(D) {<br>20 D[B][""Average""] = D[B][""Total""] / D[B][""Count""]<br>21 if (D[B][""Average""] > Avg) {<br>22 Z = Z + D[B][""Count""]<br>23 }<br>24 }<ul><li>a) Number of students from the cities with the average total marks of the city is more than the average total marks of the dataset</li><li>b) Number of students from the cities with the average total marks of the city is less than the average total marks of the dataset</li><li>c) Number of cities with the average total marks less than the average total marks of the dataset</li><li>d) Number of cities with the average total marks more than the average total marks of the dataset</li></ul>";"Correct: a)";"<b>Explanation:</b> The first loop (lines 3-15) calculates the overall total marks (A) and total student count (C) for the entire dataset. It also populates a dictionary D to store the total marks and student count for each city. Line 16 computes the overall average (Avg). The second loop (lines 19-24) calculates the average for each city. If a city's average is greater than the overall average (line 21), it adds the number of students from that city (D[B][""Count""]) to the variable Z. Thus, Z accumulates the total number of students from all cities whose average marks exceed the dataset's average.<br><b>Distractor Rationale:</b><ul><li>b) The condition in line 21 is > (greater than), not < (less than).</li><li>c) Z is incremented by the number of students (D[B][""Count""]), not by 1, so it counts students, not cities. The condition is also > not <.</li><li>d) Z is incremented by the number of students (D[B][""Count""]), not by 1, so it counts students, not cities.</li></ul>"
