"Front";"Back";"Extra"
"In the ""Shopping Bills"" dataset, the procedure countBills counts the number of bills from Big Bazaar with total amount more than the average total bill amount. Assume that the variable Avg holds the value of the average total bill amount. Choose the correct code fragments to complete the procedure. Select all that apply.<br>Procedure countBills()<br>{<br>  Count = 0<br>  while(Pile 1 has more cards){<br>    Read the top card x from Pile 1<br>    ** Fill the code **<br>    Move card x to Pile 2<br>  }<br>  return(Count)<br>}<br>End countBills<ul><li>a) if(x.ShopName == ""BigBazaar"") {<br>  if(x.TotalBillAmount > Avg) {<br>    Count = Count + 1<br>  }<br>}</li><li>b) if(x.TotalBillAmount > Avg) {<br>  if (x.ShopName == ""BigBazaar"") {<br>    Count = Count + 1<br>  }<br>}</li><li>c) if(x.TotalBillAmount > Avg and x.ShopName == ""BigBazaar"") {<br>  Count = Count + 1<br>}</li><li>d) if (x.TotalBillAmount < Avg and x.ShopName == ""BigBazaar"") {<br> Count = Count + 1<br>}</li></ul>";"Correct: a), b), c)";"<b>Explanation:</b> The goal is to count bills that satisfy two conditions: the shop is ""BigBazaar"" AND the total bill amount is greater than the average (Avg). Options a, b, and c all correctly implement this logic. Option 'a' checks for the shop first, then the amount. Option 'b' checks for the amount first, then the shop. Option 'c' checks both conditions simultaneously using an 'and' operator.<br><b>Distractor Rationale:</b><ul><li>d) This option is incorrect because it uses a 'less than' (<) comparison for the bill amount, which is the opposite of the requirement.</li></ul>"
"The following pseudocode is executed using the ""Scores"" dataset. What will be the value of the variable Z at the end of the execution?<br>SumT = 0, SumM = 0, SumP = 0, SumC = 0<br>while (Pile 1 has more cards) {<br>  Read the top card x from Pile 1<br>  SumT = SumT + x.Total<br>  SumM = SumM + x.Mathematics<br>  SumP = SumP + x.Physics<br>  SumC = SumC + x.Chemistry<br>  Move card X to Pile 2<br>}<br>Z = 0<br>if ((SumM + SumP + SumC) / SumT >= 0) {<br>  Z = 1<br>}<br>if ((SumM + SumP + SumC) / SumT <= 1) {<br>  Z = -1<br>}<ul><li>a) 0</li><li>b) 1</li><li>c) -1</li><li>d) None of the above</li></ul>";"Correct: c)";"<b>Explanation:</b> In the ""Scores"" dataset, the Total marks (x.Total) for any student is the sum of their marks in Mathematics, Physics, and Chemistry. Therefore, after the first while loop, SumT will be equal to the sum of SumM, SumP, and SumC. The expression (SumM + SumP + SumC) / SumT will always evaluate to 1. The first 'if' condition (1 >= 0) is true, setting Z to 1. The second 'if' condition (1 <= 1) is also true, which then updates Z to -1.<br><b>Distractor Rationale:</b><ul><li>a) Z is initialized to 0, but it is updated by both 'if' statements.</li><li>b) Z is set to 1 by the first 'if' statement, but it is immediately updated to -1 by the second 'if' statement.</li><li>d) A correct value can be determined by tracing the code's logic.</li></ul>"
"The following pseudocode is executed using the ""Scores"" dataset. At the end of the execution, variable Count captures the number of students whose total marks are more than the class average (AvgT) but have scored below the subject average in at least one subject. Choose the correct code fragment to complete the pseudocode.<br>Count = 0<br>while (Table 1 has more rows) {<br>  Read the first row X from Table 1<br>  A = False, B = False, C = False, D = False<br>  if(X.Total > AvgT) { A = True }<br>  if (x.Mathematics < AvgM) { B = True }<br>  if(X.Physics < AvgP) { C = True }<br>  if(x.Chemistry < AvgC) { D = True }<br>  ** Fill the code **<br>  Move X to Table 2<br>}<ul><li>a) if (A and (B or C or D)) {<br>  Count = Count + 1<br>}</li><li>b) if((A or B) and (C or D)) {<br>  Count = Count + 1<br>}</li><li>c) if((A and B) and (C or D)) {<br>  Count = Count + 1<br>}</li><li>d) if((A and B) or (C and D)) {<br>  Count = Count + 1<br>}</li></ul>";"Correct: a)";"<b>Explanation:</b> The variable 'A' becomes True if a student's total marks are above average. Variables 'B', 'C', and 'D' become True if the student's marks in Mathematics, Physics, or Chemistry, respectively, are below average. The requirement is to count students where their total marks are above average ('A' is True) AND they are below average in at least one subject ('B' is True OR 'C' is True OR 'D' is True). The expression 'A and (B or C or D)' correctly represents this logic.<br><b>Distractor Rationale:</b><ul><li>b) This condition checks for (above average total OR below in Math) AND (below in Physics OR below in Chem), which is not the required logic.</li><li>c) This checks for (above average total AND below in Math) AND (below in Physics OR below in Chem), which is too restrictive.</li><li>d) This checks for (above average total AND below in Math) OR (below in Physics AND below in Chem), which is also incorrect.</li></ul>"
"The following pseudocode is executed using the ""Shopping bills"" dataset. What will the values of the variables A and B represent at the end of the execution?<br>SumSV = 0, CountSV = 0, SumBB = 0, CountBB = 0<br>while (Pile 1 has more cards) {<br>  Read the top card x from Pile 1<br>  if (x.ShopName == ""SV Stores"") {<br>    SumSV = SumSV + x.TotalBillAmount<br>    CountSV = CountSV + 1<br>  }<br>  if(x.ShopName == ""Big Bazaar"") {<br>    SumBB = SumBB + x.TotalBillAmount<br>    CountBB = CountBB + 1<br>  }<br>  Move card X to Pile 2<br>}<br>MSV = SumSV / CountSV<br>MBB = SumBB / CountBB<br>A = 0, B = 0<br>while (Pile 2 has more cards) {<br>  Read the top card x from Pile 2<br>  if (x.ShopName == ""SV Stores"" and x.TotalBillAmount > MSV) {<br>    A = A + 1<br>  }<br>  if (x.ShopName == ""Big Bazaar"" and x.TotalBillAmount < MBB) {<br>    B = B + 1<br>  }<br>  Move card X to Pile 1<br>}<ul><li>a) A = Number of bills from ""Big Bazaar""... B = Number of bills from ""SV Stores""...</li><li>b) A = Number of bills from ""SV Stores"" with total bill amount greater than the average total bill amount of ""SV Stores"". B = Number of bills from ""Big Bazaar"" with total bill amount less than the average total bill amount of ""Big Bazaar"".</li><li>c) A = Number of bills from ""SV Stores""... B = Number of bills from ""Big Bazaar""...</li><li>d) A = Number of bills with total bill amount greater than the average... B = Number of bills with total bill amount less than the average...</li></ul>";"Correct: b)";"<b>Explanation:</b> The first loop calculates the average bill amount for ""SV Stores"" (MSV) and ""Big Bazaar"" (MBB). The second loop iterates through the bills again. It increments 'A' for each ""SV Stores"" bill where the amount is greater than the average for ""SV Stores"" (MSV). It increments 'B' for each ""Big Bazaar"" bill where the amount is less than the average for ""Big Bazaar"" (MBB).<br><b>Distractor Rationale:</b><ul><li>a) This swaps the logic for A and B.</li><li>c) This incorrectly describes the conditions for both A and B.</li><li>d) This generalizes the logic, ignoring the specific shop names which are part of the conditions.</li></ul>"
"The following pseudocode is executed using the ""Scores"" dataset. Assume AvgP = 73. What will be the value of CountA at the end of the execution?<br>AvgP = 73<br>Mid2 = 1.25 * AvgP<br>Mid1 = 0.75 * AvgP<br>CountA = 0, CountB = 0, CountC = 0, CountD = 0<br>while (Pile 1 has more cards) {<br>  Read the top card x from Pile 1<br>  if(x.Gender == 'F'){<br>    if(x.Physics >= Mid2) {<br>      CountA = CountA + 1<br>    }<br>    if(x.Physics < Mid2 and x.Physics >= AvgP) {<br>      CountB = CountB + 1<br>    }<br>    if(x.Physics < AvgP and x.Physics >= Mid1) {<br>      CountC = CountC + 1<br>    }<br>    if(x.Physics < Mid1) {<br>      CountD = CountD + 1<br>    }<br>  }<br>  Move card X to Pile 2<br>}<ul><li>a) 1</li><li>b) 2</li><li>c) 3</li><li>d) 7</li></ul>";"Correct: b)";"<b>Explanation:</b> First, calculate Mid2: 1.25 * 73 = 91.25. The code iterates through the 'Scores' dataset, considering only female students (x.Gender == 'F'). The variable CountA is incremented only when a female student's Physics score is greater than or equal to 91.25. Based on the provided solution, two female students (from cards 5 and 18) meet this criterion.<br><b>Distractor Rationale:</b><ul><li>a) This count is too low.</li><li>c) This is the value for CountB.</li><li>d) This is the value for CountC.</li></ul>"
"The following pseudocode is executed using the ""Scores"" dataset. What will count represent at the end of execution?<br>count = 0<br>while (Table 1 has more rows) {<br>  Read the first row X in Table 1<br>  Move the row X to Table 2<br>  while (Table 1 has more rows) {<br>    Read the first row Y in Table 1<br>    count = count + compareSomething(X.Total, Y.Total)<br>    count = count + compareSomething(Y.Total, X.Total)<br>    Move the row Y to Table 3<br>  }<br>  Move all rows from Table 3 to Table 1<br>}<br>Procedure compareSomething(A, B)<br>  if(A > B) {<br>    return(-1)<br>  }<br>  else {<br>    return(1)<br>  }<br>End compareSomething<ul><li>a) Number of pairs of students who have different total marks</li><li>b) Number of pairs of students who have same total marks</li><li>c) Twice the number of pairs of students who have different total marks</li><li>d) Twice the number of pairs of students who have same total marks</li><li>e) It is always zero</li></ul>";"Correct: d)";"<b>Explanation:</b> The nested loops compare every student (X) with every other student (Y). Let's analyze the two calls to compareSomething for a pair (X, Y).<br>1. If X.Total > Y.Total: The first call returns -1, the second returns 1. The net change to count is 0.<br>2. If X.Total < Y.Total: The first call returns 1, the second returns -1. The net change to count is 0.<br>3. If X.Total == Y.Total: Both calls return 1. The net change to count is +2.<br>Therefore, count is incremented by 2 for every pair of students with the same total marks.<br><b>Distractor Rationale:</b><ul><li>a) Pairs with different marks result in a net change of 0 to the count.</li><li>b) The count is incremented by 2 for each pair with the same marks, not 1.</li><li>c) This is the opposite of the correct logic.</li><li>e) The count will only be zero if no students have the same total marks.</li></ul>"
"The following pseudocode is executed using the ""Shopping bills"" dataset to find the number of eligible bills for the lowest three total bill amounts. Choose the correct code fragment to complete the pseudocode.<br>FirstT = 10000, SecondT = 10000, ThirdT = 10000<br>while (Pile 1 has more cards) {<br>  Read the top card x from Pile 1<br>  if(x.TotalBillAmount < FirstT) { ... }<br>  if(x.TotalBillAmount > FirstT and x.TotalBillAmount < SecondT) { ... }<br>  if(x.TotalBillAmount > SecondT and x.TotalBillAmount < ThirdT) { ... }<br>  Move card X to Pile 2<br>}<br>Count = 0<br>while (Pile 2 has more cards) {<br>  Read the top card x from Pile 2<br>  ** Fill the code **<br>  Move card x to Pile 1<br>}<ul><li>a) if(x.TotalBillAmount < ThirdT) {<br>  Count = Count + 1<br>}</li><li>b) if(x.TotalBillAmount <= ThirdT) {<br>  Count = Count + 1<br>}</li><li>c) if(x.TotalBillAmount > ThirdT) {<br>  Count = Count + 1<br>}</li><li>d) if(x.TotalBillAmount >= ThirdT) {<br>  Count = Count + 1<br>}</li></ul>";"Correct: b)";"<b>Explanation:</b> The first loop correctly identifies the three lowest unique bill amounts and stores them in FirstT, SecondT, and ThirdT. The second loop needs to count all bills whose amounts are among these three lowest values. This means we need to count any bill where the TotalBillAmount is less than or equal to the third lowest amount (ThirdT). This includes the lowest, second lowest, and third lowest amounts themselves, as well as any duplicates.<br><b>Distractor Rationale:</b><ul><li>a) This misses bills that have an amount exactly equal to ThirdT.</li><li>c) This counts bills with amounts greater than the third lowest, which is the opposite of the goal.</li><li>d) This also counts bills with amounts greater than the third lowest.</li></ul>"
"The following pseudocode is executed using the ""Scores"" dataset. Let minTotal store the minimum total marks obtained by any student. What will the value of Flag be at the end of the execution?<br>A = 101, B = 101, C = 101, D = 101<br>Flag = False<br>while (Pile 1 has more cards) {<br>  Read the top card x from Pile 1<br>  A, B, C = doSomething(x, A, B, C)<br>  Move X to Pile 2<br>}<br>D = A + B + C<br>if((minTotal - D) >= 0) {<br>  Flag = True<br>}<br>Procedure doSomething(Y, A, B, C)<br>  if(Y.Mathematics < A) { A = Y.Mathematics }<br>  if(Y.Physics < B) { B = Y.Physics }<br>  if(Y.Chemistry < C) { C = Y.Chemistry }<br>  return([A, B, C])<br>End doSomething<ul><li>a) False</li><li>b) True</li><li>c) Cannot be determined</li></ul>";"Correct: b)";"<b>Explanation:</b> The doSomething procedure iterates through all cards and finds the minimum marks for Mathematics (A), Physics (B), and Chemistry (C) across the entire dataset. 'D' is the sum of these minimums (A+B+C). minTotal is the minimum total score achieved by any single student. The total score for any student is the sum of their marks in the three subjects. The sum of the minimums of each subject (D) must be less than or equal to the minimum of the sums (minTotal). Therefore, minTotal - D will always be greater than or equal to 0, setting Flag to True.<br><b>Distractor Rationale:</b><ul><li>a) The condition (minTotal - D) >= 0 will always be met.</li><li>c) The logic is deterministic and the outcome can be determined without the actual data.</li></ul>"
"The pseudocode is supposed to find the number of male students whose Mathematics marks are less than the average Mathematics marks of female students. Identify the line with an error.<br>1 Sum = 0, Count = 0<br>2 while(Pile 1 has more cards) {<br>3   Read the top card x in Pile 1<br>4   Sum, Count = addMarks(X, Sum, Count)<br>5   Move card X to Pile 2<br>6 }<br>7 AvgT = Sum / Count<br>8 CountM = 0<br>9 while(Pile 2 has more cards) {<br>10  Read the top card x in Pile 2<br>11  if(X.Mathematics < AvgT) {<br>12    CountM = CountM + 1<br>13  }<br>14  Move card X to Pile 1<br>15 }<br>16 Procedure addMarks(Y, SumF, CountF)<br>17  if(Y.Gender == 'F') {<br>18    SumF = SumF + Y.Mathematics<br>19    CountF = CountF + 1<br>20  }<br>21  return([SumF, CountF])<br>22 End addmarks<ul><li>a) Error in Line 4</li><li>b) Error in Line 11</li><li>c) Error in Line 17</li><li>d) Error in Line 18</li><li>e) Error in Line 21</li></ul>";"Correct: b)";"<b>Explanation:</b> The first loop and the addMarks procedure correctly calculate the average Mathematics marks for only female students (AvgT). The second loop is intended to count male students whose marks are below this average. However, Line 11 if(X.Mathematics < AvgT) only checks the marks condition and does not check if the student's gender is male (X.Gender == 'M'). As a result, it incorrectly counts all students (both male and female) whose math marks are below the female average.<br><b>Distractor Rationale:</b><ul><li>a) Line 4 correctly calls the procedure to update the sum and count.</li><li>c) Line 17 correctly filters for female students to calculate the average.</li><li>d) Line 18 correctly adds the mathematics marks for female students.</li><li>e) Line 21 correctly returns the updated sum and count.</li></ul>"
"What will A represent at the end of the execution of the following pseudocode using the ""Olympics"" dataset?<br>A = 0, B = 0<br>while (Table 1 has more rows) {<br>  Read the first row X in Table 1<br>  if(X.Year < 2005 or X.Year > 2008) {<br>    A = A + 1<br>  }<br>  else {<br>    if(X.Sport == ""Wrestling"") {<br>      B = B + 1<br>    }<br>  }<br>  Move X to Table 2<br>}<ul><li>a) Number of players who have won medal in the Year either after 2005 or before 2008</li><li>b) Number of players who have won medal in the Year either before 2005 or after 2008</li><li>c) Number of players who have won the medal in ""Wrestling"" in the Year 2005, 2006 and 2007.</li><li>d) Number of players other than wrestlers who have won medal in the Year either after 2005 or before 2008</li></ul>";"Correct: b)";"<b>Explanation:</b> The variable 'A' is incremented inside the 'if' block. The condition for this block is X.Year < 2005 or X.Year > 2008. This directly translates to counting the number of players who won a medal in a year that was either before 2005 OR after 2008.<br><b>Distractor Rationale:</b><ul><li>a) This option incorrectly uses ""after 2005"" (which would be > 2005) and ""before 2008"" (which would be < 2008). The logic is reversed.</li><li>c) This describes the condition for incrementing B, not A.</li><li>d) The condition for A does not exclude wrestlers.</li></ul>"
